JS_ID,Com_ID,WE_Role,Proficiency,Domain
94535,91013,Accountant,Digital Marketing,Business
94535,91013,Accountant,Public Speaking,Communication
94535,91013,Accountant,Creative Writing,Literature
94535,59276,HR Assistant,Problem Solving,Mathematics
94535,59276,HR Assistant,Digital Marketing,Business
94535,59276,HR Assistant,Creative Writing,Literature
94535,13567,Real Estate Agent,Project Management,Business
94535,13567,Real Estate Agent,Programming,Computer Science
94535,76515,Customer Experience Manager,Public Speaking,Communication
94535,56550,Cybersecurity Engineer,Problem Solving,Mathematics
94535,56550,Cybersecurity Engineer,Web Development,Computer Science
45446,93094,Financial Auditor,Data Analysis,Statistics
45446,93094,Financial Auditor,Problem Solving,Mathematics
45446,93094,Financial Auditor,Digital Marketing,Business
45446,63492,IT Manager,Graphic Design,Design
45446,63492,IT Manager,Data Analysis,Statistics
45446,63492,IT Manager,Problem Solving,Mathematics
45446,63492,IT Manager,Public Speaking,Communication
45446,63492,IT Manager,Programming,Computer Science
45446,92887,Lawyer,Graphic Design,Design
45446,92887,Lawyer,Web Development,Computer Science
45446,92887,Lawyer,Programming,Computer Science
45446,79254,Data Analyst,Web Development,Computer Science
45446,79254,Data Analyst,Marketing,Business
45446,79254,Data Analyst,Programming,Computer Science
45446,39197,Project Manager,Digital Marketing,Business
45446,39197,Project Manager,Marketing,Business
45446,39197,Project Manager,Programming,Computer Science
3480,18207,Project Manager,Project Management,Business
3480,63656,Network Engineer,Graphic Design,Design
3480,63656,Network Engineer,Creative Writing,Literature
3480,63656,Network Engineer,Web Development,Computer Science
3480,70548,User Experience Researcher,Web Development,Computer Science
3480,27486,Software Engineer,Creative Writing,Literature
3480,27486,Software Engineer,Web Development,Computer Science
70600,80507,Physical Therapy Assistant,Data Analysis,Statistics
70600,17808,Software Developer,Problem Solving,Mathematics
70600,17808,Software Developer,Digital Marketing,Business
70600,17808,Software Developer,Creative Writing,Literature
89135,20995,Pharmacist,Graphic Design,Design
89135,20995,Pharmacist,Creative Writing,Literature
89135,20995,Pharmacist,Web Development,Computer Science
89135,83911,Research Scientist,Project Management,Business
89135,83911,Research Scientist,Web Development,Computer Science
89135,6045,Logistics Manager,Problem Solving,Mathematics
89135,6045,Logistics Manager,Digital Marketing,Business
89135,6045,Logistics Manager,Programming,Computer Science
89135,6045,Logistics Manager,Web Development,Computer Science
89135,86446,Market Research Assistant,Public Speaking,Communication
75695,59770,IT Security Specialist,Problem Solving,Mathematics
75695,59770,IT Security Specialist,Marketing,Business
75695,59770,IT Security Specialist,Programming,Computer Science
75695,28057,Technical Support Engineer,Problem Solving,Mathematics
75695,28057,Technical Support Engineer,Digital Marketing,Business
75695,28057,Technical Support Engineer,Public Speaking,Communication
75695,28057,Technical Support Engineer,Programming,Computer Science
36769,56188,Sales Associate,Digital Marketing,Business
36769,56188,Sales Associate,Graphic Design,Design
36769,56188,Sales Associate,Marketing,Business
69543,8539,Recruiting Coordinator,Public Speaking,Communication
69543,8539,Recruiting Coordinator,Creative Writing,Literature
69543,56550,Digital Content Creator,Data Analysis,Statistics
69543,56550,Digital Content Creator,Digital Marketing,Business
390,93094,Market Research Manager,Graphic Design,Design
390,93094,Market Research Manager,Data Analysis,Statistics
390,93094,Market Research Manager,Marketing,Business
390,93094,Market Research Manager,Project Management,Business
390,93094,Market Research Manager,Programming,Computer Science
390,63492,Mechanical Engineer,Digital Marketing,Business
390,63492,Mechanical Engineer,Marketing,Business
390,63492,Mechanical Engineer,Project Management,Business
390,63492,Mechanical Engineer,Public Speaking,Communication
390,66608,IT Auditor,Data Analysis,Statistics
390,6045,Business Development Coordinator,Data Analysis,Statistics
390,6045,Business Development Coordinator,Digital Marketing,Business
390,6045,Business Development Coordinator,Marketing,Business
390,6045,Business Development Coordinator,Web Development,Computer Science
390,83911,Talent Acquisition Specialist,Digital Marketing,Business
390,83911,Talent Acquisition Specialist,Graphic Design,Design
390,83911,Talent Acquisition Specialist,Marketing,Business
41734,19248,Content Manager,Programming,Computer Science
25840,59276,HR Recruiter,Problem Solving,Mathematics
25840,59276,HR Recruiter,Graphic Design,Design
25840,2449,IT Auditor,Data Analysis,Statistics
25840,2449,IT Auditor,Problem Solving,Mathematics
25840,74593,Talent Acquisition Specialist,Digital Marketing,Business
25840,74593,Talent Acquisition Specialist,Project Management,Business
25840,74593,Talent Acquisition Specialist,Programming,Computer Science
25840,23985,Network Administrator,Problem Solving,Mathematics
25840,23985,Network Administrator,Digital Marketing,Business
25840,23985,Network Administrator,Project Management,Business
25840,23985,Network Administrator,Public Speaking,Communication
25840,48542,Legal Secretary,Problem Solving,Mathematics
25840,48542,Legal Secretary,Digital Marketing,Business
25840,48542,Legal Secretary,Project Management,Business
41484,58983,UX Designer,Marketing,Business
41484,58983,UX Designer,Project Management,Business
41484,58983,UX Designer,Public Speaking,Communication
41484,58983,UX Designer,Web Development,Computer Science
41484,76515,Financial Analyst,Marketing,Business
41484,40315,Systems Administrator,Digital Marketing,Business
41484,40315,Systems Administrator,Creative Writing,Literature
41484,40315,Systems Administrator,Programming,Computer Science
41484,3758,Speech-Language Pathologist,Problem Solving,Mathematics
41484,3758,Speech-Language Pathologist,Web Development,Computer Science
41484,23465,Teacher,Data Analysis,Statistics
41484,23465,Teacher,Graphic Design,Design
41484,23465,Teacher,Marketing,Business
71859,10776,Nurse Practitioner,Web Development,Computer Science
71859,98020,Marketing Communications Manager,Graphic Design,Design
71859,98020,Marketing Communications Manager,Data Analysis,Statistics
71859,98020,Marketing Communications Manager,Marketing,Business
71859,98020,Marketing Communications Manager,Public Speaking,Communication
71859,98020,Marketing Communications Manager,Programming,Computer Science
71859,43521,Customer Experience Manager,Graphic Design,Design
71859,43521,Customer Experience Manager,Digital Marketing,Business
71859,43521,Customer Experience Manager,Marketing,Business
71859,43521,Customer Experience Manager,Programming,Computer Science
71859,56412,HR Coordinator,Project Management,Business
62861,83911,IT Security Analyst,Digital Marketing,Business
62861,83911,IT Security Analyst,Marketing,Business
62861,83911,IT Security Analyst,Project Management,Business
62861,76334,Technical Support Specialist,Marketing,Business
62861,40187,Financial Clerk,Data Analysis,Statistics
62861,40187,Financial Clerk,Digital Marketing,Business
62861,40187,Financial Clerk,Marketing,Business
62861,40187,Financial Clerk,Creative Writing,Literature
62861,64735,Recruitment Specialist,Digital Marketing,Business
60159,18207,Sales Support Specialist,Project Management,Business
8424,56146,Data Analyst,Problem Solving,Mathematics
8424,3890,Customer Support Specialist,Project Management,Business
87179,10610,Digital Marketing Specialist,Project Management,Business
87179,70427,Business Analyst,Problem Solving,Mathematics
87179,70427,Business Analyst,Digital Marketing,Business
87179,89079,Physical Therapist,Data Analysis,Statistics
87179,92887,Product Marketing Manager,Project Management,Business
87179,92887,Product Marketing Manager,Public Speaking,Communication
37019,42897,Marketing Manager,Problem Solving,Mathematics
37019,42897,Marketing Manager,Programming,Computer Science
37019,42897,Marketing Manager,Web Development,Computer Science
37019,46976,Customer Success Manager,Marketing,Business
37019,81829,Market Research Manager,Marketing,Business
37019,55853,Sales Manager,Digital Marketing,Business
37019,55853,Sales Manager,Graphic Design,Design
37019,55853,Sales Manager,Programming,Computer Science
76532,15223,Business Systems Analyst,Data Analysis,Statistics
76532,71737,Operations Analyst,Digital Marketing,Business
76532,93585,Web Developer,Data Analysis,Statistics
76532,93585,Web Developer,Problem Solving,Mathematics
76532,93585,Web Developer,Graphic Design,Design
76532,93585,Web Developer,Web Development,Computer Science
76532,76334,Event Manager,Data Analysis,Statistics
76532,76334,Event Manager,Graphic Design,Design
76532,76334,Event Manager,Programming,Computer Science
76532,44013,Marketing Manager,Data Analysis,Statistics
44402,47993,Data Entry Clerk,Digital Marketing,Business
44402,47993,Data Entry Clerk,Marketing,Business
44402,47993,Data Entry Clerk,Project Management,Business
44402,47993,Data Entry Clerk,Web Development,Computer Science
44402,82267,Investment Analyst,Marketing,Business
44402,18207,Legal Secretary,Graphic Design,Design
44402,18207,Legal Secretary,Marketing,Business
44402,18207,Legal Secretary,Creative Writing,Literature
44402,18207,Legal Secretary,Project Management,Business
44402,18207,Legal Secretary,Public Speaking,Communication
44402,41804,Marketing Specialist,Web Development,Computer Science
55335,61483,Sales Support Specialist,Data Analysis,Statistics
55335,61483,Sales Support Specialist,Marketing,Business
55335,61483,Sales Support Specialist,Public Speaking,Communication
55335,61483,Sales Support Specialist,Web Development,Computer Science
55335,43999,Software Engineer,Data Analysis,Statistics
55335,43999,Systems Administrator,Programming,Computer Science
55335,41804,Systems Administrator,Data Analysis,Statistics
55335,41804,Systems Administrator,Project Management,Business
55335,41804,Systems Administrator,Creative Writing,Literature
55335,41804,Systems Administrator,Web Development,Computer Science
55335,12977,Physical Therapist,Problem Solving,Mathematics
55335,12977,Physical Therapist,Graphic Design,Design
55335,12977,Physical Therapist,Creative Writing,Literature
37895,76875,Physical Therapist,Problem Solving,Mathematics
37895,76875,Physical Therapist,Digital Marketing,Business
37895,76875,Physical Therapist,Marketing,Business
37895,76875,Physical Therapist,Public Speaking,Communication
37895,52528,IT Security Specialist,Web Development,Computer Science
37895,52528,IT Security Specialist,Public Speaking,Communication
37895,52528,IT Security Specialist,Creative Writing,Literature
37895,52528,IT Security Specialist,Programming,Computer Science
37895,31001,Market Research Analyst,Problem Solving,Mathematics
37895,31001,Market Research Analyst,Graphic Design,Design
37895,66589,Marketing Director,Marketing,Business
37895,66589,Marketing Director,Problem Solving,Mathematics
37895,66589,Marketing Director,Web Development,Computer Science
37895,66589,Marketing Director,Digital Marketing,Business
37895,66589,Marketing Director,Public Speaking,Communication
28291,86446,Marketing Specialist,Digital Marketing,Business
28291,86446,Marketing Specialist,Marketing,Business
28291,86446,Marketing Specialist,Project Management,Business
28291,86446,Marketing Specialist,Public Speaking,Communication
28291,59770,Event Manager,Problem Solving,Mathematics
